ASMID,SPECIES,STRAIN,BIOPROJECT,NCBI_TAXONID,BUSCO_LINEAGE,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,GENUS,SPECIES,LOCUSTAG
GCA_030572875.1_ASM3057287v1,Wickerhamomyces kurtzmanii,CBS 15418,PRJNA736342,2530061,dikarya,Ascomycota,,Saccharomycetes,,Phaffomycetales,Wickerhamomycetaceae,Wickerhamomyces,Wickerhamomyces kurtzmanii,FED6594D
GCA_030582155.1_ASM3058215v1,Wickerhamomyces lynferdii,NRRL Y-7723,PRJNA736342,1041609,dikarya,Ascomycota,,Saccharomycetes,,Phaffomycetales,Wickerhamomycetaceae,Wickerhamomyces,Wickerhamomyces lynferdii,FCBF7C60
GCA_030581415.1_ASM3058141v1,Wickerhamomyces mucosus,NRRL YB-1344,PRJNA736342,1378264,dikarya,Ascomycota,,Saccharomycetes,,Phaffomycetales,Wickerhamomycetaceae,Wickerhamomyces,Wickerhamomyces mucosus,FD67CB44
GCA_030582435.1_ASM3058243v1,Wickerhamomyces onychis,NRRL Y-7123,PRJNA736342,53641,dikarya,Ascomycota,,Saccharomycetes,,Phaffomycetales,Wickerhamomycetaceae,Wickerhamomyces,Wickerhamomyces onychis,F58432E9
GCA_030582275.1_ASM3058227v1,Wickerhamomyces pijperi,NRRL YB-4309,PRJNA736342,599730,dikarya,Ascomycota,,Saccharomycetes,,Phaffomycetales,Wickerhamomycetaceae,Wickerhamomyces,Wickerhamomyces pijperi,F38D34B0
GCA_030674255.1_ASM3067425v1,Wickerhamomyces queroliae,NRRL Y-48478,PRJNA736342,517408,dikarya,Ascomycota,,Saccharomycetes,,Phaffomycetales,Wickerhamomycetaceae,Wickerhamomyces,Wickerhamomyces queroliae,F15A108C
GCA_030574855.1_ASM3057485v1,Wickerhamomyces rabaulensis,NRRL Y-7945,PRJNA736342,907291,dikarya,Ascomycota,,Saccharomycetes,,Phaffomycetales,Wickerhamomycetaceae,Wickerhamomyces,Wickerhamomyces rabaulensis,FB037D23
GCA_030570795.1_ASM3057079v1,Wickerhamomyces silvicola,NRRL Y-1678,PRJNA736342,36029,dikarya,Ascomycota,,Saccharomycetes,,Phaffomycetales,Wickerhamomycetaceae,Wickerhamomyces,Wickerhamomyces silvicola,F1237B82
GCA_964187715.1_ASM96418771v1,Wickerhamomyces sp. AT-2023,,PRJEB72730,3158089,dikarya,Ascomycota,,Saccharomycetes,,Phaffomycetales,Wickerhamomycetaceae,Wickerhamomyces,Wickerhamomyces sp. AT-2023,FD4BEA17
GCA_037041065.1_ASM3704106v1,Wickerhamomyces sp. DX7706-1,DX7706-1,PRJNA833221,3092695,dikarya,Ascomycota,,Saccharomycetes,,Phaffomycetales,Wickerhamomycetaceae,Wickerhamomyces,Wickerhamomyces sp. DX7706-1,FBEF3245
GCA_023627765.1_ASM2362776v1,Wickerhamomyces sp. M8010,M8010,PRJNA833221,2939557,dikarya,Ascomycota,,Saccharomycetes,,Phaffomycetales,Wickerhamomycetaceae,Wickerhamomyces,Wickerhamomyces sp. M8010,F25DD84D
GCA_030557145.1_ASM3055714v1,Wickerhamomyces sp. NRRL Y-48258,NRRL Y-48258,PRJNA736342,2866361,dikarya,Ascomycota,,Saccharomycetes,,Phaffomycetales,Wickerhamomycetaceae,Wickerhamomyces,Wickerhamomyces sp. NRRL Y-48258,F8281517
GCA_003706815.2_ASM370681v2,Wickerhamomyces sp. NRRL YB-2243,NRRL YB-2243,PRJNA429441,2508582,dikarya,Ascomycota,,Saccharomycetes,,Phaffomycetales,Wickerhamomycetaceae,Wickerhamomyces,Wickerhamomyces sp. NRRL YB-2243,F52CFCE0
GCA_023629715.1_ASM2362971v1,Wickerhamomyces sp. PG4208,PG4208,PRJNA833221,2939558,dikarya,Ascomycota,,Saccharomycetes,,Phaffomycetales,Wickerhamomycetaceae,Wickerhamomyces,Wickerhamomyces sp. PG4208,FF23E569
GCA_037041675.1_ASM3704167v1,Wickerhamomyces sp. PG92-11,PG92-11,PRJNA833221,3092731,dikarya,Ascomycota,,Saccharomycetes,,Phaffomycetales,Wickerhamomycetaceae,Wickerhamomyces,Wickerhamomyces sp. PG92-11,F3AEC7D1
GCA_018343995.1_ASM1834399v1,Wickerhamomyces sp. UFMG-CM-Y6624,NRRL Y-48258,PRJNA647756,2781958,dikarya,Ascomycota,,Saccharomycetes,,Phaffomycetales,Wickerhamomycetaceae,Wickerhamomyces,Wickerhamomyces sp. UFMG-CM-Y6624,FE063541
GCA_037042445.1_ASM3704244v1,Wickerhamomyces sp. Y91-04,Y91-04,PRJNA833221,3092749,dikarya,Ascomycota,,Saccharomycetes,,Phaffomycetales,Wickerhamomycetaceae,Wickerhamomyces,Wickerhamomyces sp. Y91-04,F6D19CAE
GCA_030571235.1_ASM3057123v1,Wickerhamomyces sp. yHMH26,yHMH26,PRJNA736342,2866362,dikarya,Ascomycota,,Saccharomycetes,,Phaffomycetales,Wickerhamomycetaceae,Wickerhamomyces,Wickerhamomyces sp. yHMH26,F0780881
GCA_030571095.1_ASM3057109v1,Wickerhamomyces sp. yHMH451,yHMH451,PRJNA736342,2866363,dikarya,Ascomycota,,Saccharomycetes,,Phaffomycetales,Wickerhamomycetaceae,Wickerhamomyces,Wickerhamomyces sp. yHMH451,F4FFFA93
GCA_030571115.1_ASM3057111v1,Wickerhamomyces sp. yHMH617,yHMH617,PRJNA736342,2866364,dikarya,Ascomycota,,Saccharomycetes,,Phaffomycetales,Wickerhamomycetaceae,Wickerhamomyces,Wickerhamomyces sp. yHMH617,F3AA3DAE
GCA_030561705.1_ASM3056170v1,Wickerhamomyces sp. yHQL14,yHQL14,PRJNA736342,2866365,dikarya,Ascomycota,,Saccharomycetes,,Phaffomycetales,Wickerhamomycetaceae,Wickerhamomyces,Wickerhamomyces sp. yHQL14,FCDD3B6A
GCA_030574715.1_ASM3057471v1,Wickerhamomyces strasburgensis,NRRL Y-2383,PRJNA736342,53604,dikarya,Ascomycota,,Saccharomycetes,,Phaffomycetales,Wickerhamomycetaceae,Wickerhamomyces,Wickerhamomyces strasburgensis,F8DE5BD9
GCA_046457555.1_Macr_Wsub_A_1,Wickerhamomyces subpelliculosus,CBS 5767,PRJNA766463,1194211,dikarya,Ascomycota,,Saccharomycetes,,Phaffomycetales,Wickerhamomycetaceae,Wickerhamomyces,Wickerhamomyces subpelliculosus,FA5F4D3E
GCA_030574735.1_ASM3057473v1,Wickerhamomyces sydowiorum,NRRL Y-7130,PRJNA736342,36031,dikarya,Ascomycota,,Saccharomycetes,,Phaffomycetales,Wickerhamomycetaceae,Wickerhamomyces,Wickerhamomyces sydowiorum,FD03BA51
GCA_030564005.1_ASM3056400v1,Wickerhamomyces tratensis,CBS 12176,PRJNA736342,942860,dikarya,Ascomycota,,Saccharomycetes,,Phaffomycetales,Wickerhamomycetaceae,Wickerhamomyces,Wickerhamomyces tratensis,F4D0DE90
GCA_030581495.1_ASM3058149v1,Wickerhamomyces xylosicus,NBRC 108869;AB557867,PRJNA736342,1258691,dikarya,Ascomycota,,Saccharomycetes,,Phaffomycetales,Wickerhamomycetaceae,Wickerhamomyces,Wickerhamomyces xylosicus,F13F80FB
GCA_014904905.1_Wilmi1,Wilcoxina mikolae CBS 423.85,CBS 423.85,PRJNA196022,1314677,dikarya,Ascomycota,,Pezizomycetes,,Pezizales,Pyronemataceae,Wilcoxina,Wilcoxina mikolae,F02703F5
GCA_977058945.1_wilhelmomyces_CCF6802,Wilhelmdebeerea oxyuri,,PRJEB102645,3687792,dikarya,Ascomycota,,Sordariomycetes,,Ophiostomatales,Ophiostomataceae,Wilhelmdebeerea,Wilhelmdebeerea oxyuri,FEEFED20
GCA_030570115.1_ASM3057011v1,Wilhelminamyces savonicus,NRRL Y-17077,PRJNA736342,49333,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Wilhelminamyces,Wilhelminamyces savonicus,FD6D7CE7
GCA_030558325.1_ASM3055832v1,Wilhelminamyces tanticharoeniae,CBS 11574,PRJNA736342,1215685,dikarya,Ascomycota,,Pichiomycetes,,Serinales,Metschnikowiaceae,Wilhelminamyces,Wilhelminamyces tanticharoeniae,F42A2070
GCA_964255345.1_public_SRR14722308_metabat2_bin.6,Willeya diffractella,,PRJEB77567,1484642,dikarya,Ascomycota,,Eurotiomycetes,,Verrucariales,Verrucariaceae,Willeya,Willeya diffractella,F172CEF6
GCA_055471995.1_ASM5547199v1,Wolfgangiella franznegeri,CBS 144149,PRJNA1042813,2010843,dikarya,Ascomycota,,Sordariomycetes,,Microascales,Ceratocystidaceae,Wolfgangiella,Wolfgangiella franznegeri,F317CA4A
GCA_029448655.1_ASM2944865v1,Wolfiporia cocos,DCH 776 SS20,PRJNA644235,81056,dikarya,Basidiomycota,,Agaricomycetes,,Polyporales,Phaeolaceae,Wolfiporia,Wolfiporia cocos,F508C7F9
GCA_000344635.1_Wolco1,Wolfiporia cocos MD-104 SS10,MD-104,PRJNA52943,742152,dikarya,Basidiomycota,,Agaricomycetes,,Polyporales,Phaeolaceae,Wolfiporia,Wolfiporia cocos,F4249D3A
GCA_043792045.1_IMPLAD_Wohoe_1,Wolfiporia hoelen,L7,PRJNA1110783,2788929,dikarya,Basidiomycota,,Agaricomycetes,,Polyporales,Phaeolaceae,Wolfiporia,Wolfiporia hoelen,F9CEF41E
GCA_964255735.1_public_SRR14722176_metabat2_bin.14,Xanthocarpia feracissima,,PRJEB77567,1301609,dikarya,Ascomycota,,Lecanoromycetes,,Teloschistales,Teloschistaceae,Xanthocarpia,Xanthocarpia feracissima,FB5190AB
GCA_051941915.1_KEW_Xala,Xanthocarpia lactea,LIQ231CALA,PRJNA991097,3020609,dikarya,Ascomycota,,Lecanoromycetes,,Teloschistales,Teloschistaceae,Xanthocarpia,Xanthocarpia lactea,F7D2ABF8
GCA_051941935.1_KEW_Xaoc,Xanthocarpia ochracea,LIQ230CAOCH,PRJNA991097,479100,dikarya,Ascomycota,,Lecanoromycetes,,Teloschistales,Teloschistaceae,Xanthocarpia,Xanthocarpia ochracea,FEA06EAF
GCA_038090075.1_NY2449667-Xanthoconium-purpureum,Xanthoconium purpureum,NY2449667,PRJNA1022813,925758,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Xanthoconium,Xanthoconium purpureum,F4789F65
GCA_038089695.1_NY815401-Xanthoconium-separans,Xanthoconium separans,NY815401,PRJNA1022813,495289,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Xanthoconium,Xanthoconium separans,FD2C16A1
GCA_041721995.1_NY2686029-Crocinoboletus-rufoaureus,Xanthoconium sp. NY2686029,NY2686029,PRJNA1022813,3134626,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Xanthoconium,Xanthoconium sp. NY2686029,F383283C
GCA_038090315.1_NY1393556-Xanthoconium-stramineum,Xanthoconium stramineum,NY1393556,PRJNA1022813,1354918,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Xanthoconium,Xanthoconium stramineum,F13B7F9C
GCA_051941585.1_KEW_Xasp,Xanthomendoza sp. 1 TL-2023,LIQ169XMCO,PRJNA991097,3058870,dikarya,Ascomycota,,Lecanoromycetes,,Teloschistales,Teloschistaceae,Xanthomendoza,Xanthomendoza sp. 1 TL-2023,F532BADB
GCA_051941345.1_KEW_Xasp2,Xanthomendoza sp. 2 TL-2023,LIQ200XMHS,PRJNA991097,3058875,dikarya,Ascomycota,,Lecanoromycetes,,Teloschistales,Teloschistaceae,Xanthomendoza,Xanthomendoza sp. 2 TL-2023,F3CBB0D5
GCA_964256595.1_public_SRR12240178_metabat2_bin.6,Xanthoparmelia aff. plittii,,PRJEB77567,2064934,dikarya,Ascomycota,,Lecanoromycetes,,Lecanorales,Parmeliaceae,Xanthoparmelia,Xanthoparmelia aff. plittii,FBCAF0A6
GCA_033085395.1_ASM3308539v1,Xanthoparmelia taractica,LF-423E,PRJNA869526,2548433,dikarya,Ascomycota,,Lecanoromycetes,,Lecanorales,Parmeliaceae,Xanthoparmelia,Xanthoparmelia taractica,F0693843
GCA_964256055.1_public_SRR13126828_metabat2_bin.1,Xanthoparmelia tasmanica,,PRJEB77567,348530,dikarya,Ascomycota,,Lecanoromycetes,,Lecanorales,Parmeliaceae,Xanthoparmelia,Xanthoparmelia tasmanica,FE4A9EA0
GCA_964256005.1_public_SRR13126859_metabat2_bin.7,Xanthoparmelia verrucella,,PRJEB77567,1209592,dikarya,Ascomycota,,Lecanoromycetes,,Lecanorales,Parmeliaceae,Xanthoparmelia,Xanthoparmelia verrucella,F5D274BF
GCA_023646375.1_KEW_Xaur,Xanthoria aureola,LIQ109XAAU-2,PRJNA783777,262315,dikarya,Ascomycota,,Lecanoromycetes,,Teloschistales,Teloschistaceae,Xanthoria,Xanthoria aureola,FEC2FC70
GCA_976602755.1_GTX0491_assembly,Xanthoria calcicola,GTX0491,PRJEB96921,116982,dikarya,Ascomycota,,Lecanoromycetes,,Teloschistales,Teloschistaceae,Xanthoria,Xanthoria calcicola,FE2F3692
GCA_023645845.1_KEW_Xmed,Xanthoria mediterranea,LIQ75XAME-2,PRJNA783777,408593,dikarya,Ascomycota,,Lecanoromycetes,,Teloschistales,Teloschistaceae,Xanthoria,Xanthoria mediterranea,F0C21537
GCA_964656405.1_glXanPari1.1,Xanthoria parietina,,PRJEB43743;PRJEB43745;PRJEB80091;PRJEB83421;PRJNA533106,107463,dikarya,Ascomycota,,Lecanoromycetes,,Teloschistales,Teloschistaceae,Xanthoria,Xanthoria parietina,FB6030EF
GCA_023646395.1_KEW_Xsp1,Xanthoria sp. 1 TBL-2021,LIQ80XSP,PRJNA783777,2903220,dikarya,Ascomycota,,Lecanoromycetes,,Teloschistales,Teloschistaceae,Xanthoria,Xanthoria sp. 1 TBL-2021,FA09F412
GCA_023647215.1_KEW_Xsp2,Xanthoria sp. 2 TBL-2021,LIQ146XSP,PRJNA783777,2903222,dikarya,Ascomycota,,Lecanoromycetes,,Teloschistales,Teloschistaceae,Xanthoria,Xanthoria sp. 2 TBL-2021,F0107072
GCA_023646075.1_KEW_Xste,Xanthoria steineri,LIQ73XASTE-2,PRJNA783777,2905939,dikarya,Ascomycota,,Lecanoromycetes,,Teloschistales,Teloschistaceae,Xanthoria,Xanthoria steineri,F782B956
GCA_012184525.1_ASM1218452v1,Xenoacremonium recifei,IHEM 4405,PRJNA573891,1036759,dikarya,Ascomycota,,Sordariomycetes,,Hypocreales,Nectriaceae,Xenoacremonium,Xenoacremonium recifei,F6EE71DE
GCA_049724125.1_JB-1.v1.0,Xenopyricularia zizaniicola,JB-1,PRJNA1242696,403056,dikarya,Ascomycota,,Sordariomycetes,,Magnaporthales,Pyriculariaceae,Xenopyricularia,Xenopyricularia zizaniicola,F0108797
GCA_022609375.1_ASM2260937v1,Xenosphaeropsis pyriputrescens,CBS 115176,PRJNA704488,475065,dikarya,Ascomycota,,Leotiomycetes,,Phacidiales,Phacidiaceae,Xenosphaeropsis,Xenosphaeropsis pyriputrescens,F9926188
GCA_038090735.1_MICH5365-Porphyrellus-amylosporus,Xerocomellus amylosporus,MICH5365,PRJNA1022813,2768407,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Xerocomellus,Xerocomellus amylosporus,F3FC0EA1
GCA_038093415.1_MICH10003-Boletus-chrysenteron_var._subnudipes,Xerocomellus chrysenteron,MICH10003,PRJNA1022813,1354920,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Xerocomellus,Xerocomellus chrysenteron,F30FF79E
GCA_038089495.1_PAM-Xerocomus-dryophilus,Xerocomellus dryophilus,PAM-2023d,PRJNA1022813,1758876,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Xerocomellus,Xerocomellus dryophilus,F6A5D2A3
GCA_038090955.1_MICH4995-Boletellus-intermedius,Xerocomellus intermedius,MICH4995,PRJNA1022813,2823655,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Xerocomellus,Xerocomellus intermedius,F1A700FD
GCA_038094415.1_BD697,Xerocomus alliaceus,UT-M0000032,PRJNA1022813,2842202,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Xerocomus,Xerocomus alliaceus,FB0FE66E
GCA_038089295.1_TH10052-Xerocomus-amazonicus,Xerocomus amazonicus,G4402,PRJNA1022813,279523,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Xerocomus,Xerocomus amazonicus,F02D1527
GCA_038093375.1_MICH10005-Boletus-brunneocitrinus,Xerocomus brunneocitrinus,MICH10005,PRJNA1022813,3095526,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Xerocomus,Xerocomus brunneocitrinus,F7F9EFF0
GCA_038088975.1_TH9197-Xerocomus-cyaneibrunnescens,Xerocomus cyaneibrunnescens,G4421,PRJNA1022813,1194543,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Xerocomus,Xerocomus cyaneibrunnescens,F6D9FDEF
GCA_038092635.1_MICH10048-Boletus-spadiceus_var._gracilis,Xerocomus ferrugineus,MICH10048,PRJNA1022813,336813,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Xerocomus,Xerocomus ferrugineus,FEFE84DA
GCA_038092995.1_MICH10022-Boletus-minutiporus,Xerocomus minutiporus,MICH10022,PRJNA1022813,3095527,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Xerocomus,Xerocomus minutiporus,F8DCFA0A
GCA_038090035.1_NY2449760-Xerocomus-nothofagi,Xerocomus nothofagi,NY2449760,PRJNA1022813,1282279,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Xerocomus,Xerocomus nothofagi,F0B2F05F
GCA_038088895.1_TH9260-Xerocomus-potaroensis,Xerocomus potaroensis,G4426,PRJNA1022813,1194545,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Xerocomus,Xerocomus potaroensis,FEA6A743
GCA_041722835.1_BD695-Xerocomus-sp8,Xerocomus sp. UT-M0000078,UT-M0000078,PRJNA1022813,3134627,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Xerocomus,Xerocomus sp. UT-M0000078,F6D36099
GCA_041722895.1_BD667-Xdrocomus-sp8,Xerocomus sp. UT-M0000266,UT-M0000266,PRJNA1022813,3134628,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Xerocomus,Xerocomus sp. UT-M0000266,FC1D339B
GCA_041722715.1_BD773-Xerocomus-sp9,Xerocomus sp. UT-M0000400,UT-M0000400,PRJNA1022813,3134629,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Xerocomus,Xerocomus sp. UT-M0000400,F5156808
GCA_038094075.1_BD886-Xerocomus-spinulosus,Xerocomus spinulosus,UT-M0000341,PRJNA1022813,1745186,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Xerocomus,Xerocomus spinulosus,F0B3D2D1
GCA_038092535.1_MICH10054-Boletus-subilludens,Xerocomus subilludens,MICH10054,PRJNA1022813,3095528,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Xerocomus,Xerocomus subilludens,F8BEB879
GCA_038092495.1_MICH10056-Boletus-subpalustris,Xerocomus subpalustris,MICH10056,PRJNA1022813,3095529,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Xerocomus,Xerocomus subpalustris,FD6681CB
GCA_038092435.1_MICH10058-Boletus-subtomentosus_var._perplexus,Xerocomus subtomentosus,MICH10058,PRJNA1022813,80609,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Xerocomus,Xerocomus subtomentosus,FCB875B1
GCA_038092415.1_MICH10059-Boletus-tenax,Xerocomus tenax,MICH10059,PRJNA1022813,1615888,dikarya,Basidiomycota,,Agaricomycetes,,Boletales,Boletaceae,Xerocomus,Xerocomus tenax,FB05D211
GCA_900006255.1_Xbisp_v1.0,Xeromyces bisporus,FRR 0525,PRJEB6149,89491,dikarya,Ascomycota,,Eurotiomycetes,,Eurotiales,Aspergillaceae,Xeromyces,Xeromyces bisporus,F556830A
GCA_022495125.1_Xylacu1,Xylaria acuta,CBS 122032,PRJNA567571,114808,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria acuta,F1B748D8
GCA_022385695.1_Xylarb124340_1,Xylaria arbuscula,CBS 124340,PRJNA566940,114810,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria arbuscula,FD401455
GCF_022495145.1_Xylbam139988_1,Xylaria bambusicola,CBS 139988,PRJNA567573,326684,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria bambusicola,F5D8BF46
GCA_022495115.1_Xylcas124033_1,Xylaria castorea,CBS 124033,PRJNA567102,114812,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria castorea,F808AED9
GCA_022539335.1_Xylhel2,Xylaria cf. heliscus,FL0509,PRJNA567302,1803070,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria cf. heliscus,F126F964
GCA_022385715.1_Xylcube1,Xylaria cubensis,CBS 116.85,PRJNA567304,114814,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria cubensis,FCC683C9
GCA_022495235.1_Xylcur114988_1,Xylaria curta,CBS 114988,PRJNA566942,42375,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria curta,F1E684E1
GCA_022495195.1_Xyldig1,Xylaria digitata,CBS 161.22,PRJNA583329,323540,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria digitata,FCB18986
GCA_048127505.1_ASM4812750v1,Xylaria escharoidea,SCLS-2,PRJNA1165476,490158,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria escharoidea,FDE53A2E
GCA_051622775.1_ASM5162277v1,Xylaria feejeensis,Xyl2,PRJNA1281310,498163,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria feejeensis,F0BDEE0D
GCA_007182795.1_ASM718279v1,Xylaria flabelliformis,G536,PRJNA545715,2512241,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria flabelliformis,F89745DC
GCA_004353285.2_ASM435328v2,Xylaria grammica,EL000614,PRJNA368785,363999,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria grammica,FCBBF067
GCA_902806585.1_XH,Xylaria hypoxylon,CBS 122620,PRJEB36697,37992,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria hypoxylon,F18A2F1E
GCA_022385655.1_Xylint1,Xylaria intraflava,YMJ 725,PRJNA567306,492091,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria intraflava,F5D84438
GCA_025201785.1_Xyllon1,Xylaria longipes,CBS 148.73,PRJNA567186,114818,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria longipes,F3B9C8D6
GCA_011057905.1_ASM1105790v1,Xylaria multiplex,DSM 110363,PRJNA596119,323545,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria multiplex,F097CA9A
GCA_022984845.1_Xylni1,Xylaria nigripes,YMJ 653,PRJNA583850,490159,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria nigripes,F45399A6
GCA_022385595.1_Xylpal124036_1,Xylaria palmicola,CBS 124036,PRJNA567188,665665,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria palmicola,FD20F1B8
GCA_003426235.1_ASM342623v1,Xylaria polymorpha,DSM 105756,PRJNA396474,77046,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria polymorpha,F5E4D9CF
GCA_048127525.1_ASM4812752v1,Xylaria rogersionigripes,YNWS-1,PRJNA1165490,2871781,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria rogersionigripes,FB47DC27
GCA_022385635.1_Xylscr1,Xylaria scruposa,CBS 123580,PRJNA566945,743287,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria scruposa,F3ACA4B4
GCA_019843955.1_ASM1984395v1,Xylaria sp. 218_066,218_066,PRJNA673562,2784450,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria sp. 218_066,FC1F0B45
GCA_005188305.1_ASM518830v1,Xylaria sp. BCC 1067,BCC 1067,PRJNA531792,167374,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria sp. BCC 1067,F7C7F467
GCA_022385685.1_Xy124048_1,Xylaria sp. CBS 124048,CBS 124048,PRJNA583314,2663373,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria sp. CBS 124048,FC854478
GCA_022578865.1_XylFL0043,Xylaria sp. FL0043,FL0043,PRJNA571059,2614587,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria sp. FL0043,F71C1107
GCA_022593225.1_XyFL0064_1,Xylaria sp. FL0064,FL0064,PRJNA583324,2663374,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria sp. FL0064,F065094A
GCA_022578765.1_XylFL0933,Xylaria sp. FL0933,FL0933,PRJNA571065,2614584,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria sp. FL0933,FFFA1A9A
GCA_022495085.1_XylFL1042,Xylaria sp. FL1042,FL1042,PRJNA571067,2614583,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria sp. FL1042,F7EEB554
GCA_022578965.1_XyFL1777_1,Xylaria sp. FL1777,FL1777,PRJNA571070,2614573,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria sp. FL1777,F4B37B8C
GCA_000966885.1_ASM96688v1,Xylaria sp. JS573,JS573,PRJNA269533,1580213,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria sp. JS573,FF962D63
GCA_053525395.1_ASM5352539v1,Xylaria sp. KR-3U,KR-3U,PRJNA1335662,3467251,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria sp. KR-3U,F2E7BD4F
GCA_023079495.1_XE,Xylaria sp. L1 SY-2022,L1 SY-2022,PRJNA820956,2929935,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria sp. L1 SY-2022,FD31320B
GCA_002288965.1_ASM228896v1,Xylaria sp. MSU_SB201401,MSU_SB201401,PRJNA396047,2023133,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria sp. MSU_SB201401,F0802B45
GCA_051527575.1_YNP29,Xylaria sp. P1,P1,PRJNA1074702,3120204,dikarya,Ascomycota,,Sordariomycetes,,Xylariales,Xylariaceae,Xylaria,Xylaria sp. P1,F9415C9F
